repository,owner,repo_name,stars,forks,watchers,description,created_at,pushed_at,updated_at,language,size,has_issues,has_projects,has_wiki,has_pages,has_downloads,archived,disabled,private,fork,license,default_branch,open_issues_count,topics,visibility,homepage,collection_failed,contributors_count,top_contributor_commits,releases_count,latest_release_date,languages,primary_language_bytes,dataset_index,dataset_description,dataset_website,dataset_initial_stars,dataset_initial_forks,commit_velocity_score,release_cadence_score,maintenance_activity_score,development_consistency_score,execution_velocity_composite,team_resilience_score,community_health_score,growth_trajectory_score,network_effects_score,team_community_composite,operational_readiness_score,code_quality_score,api_stability_score,documentation_score,technical_maturity_composite,problem_ambition_score,commercial_viability_score,technology_differentiation_score,market_readiness_score,market_positioning_composite,category_potential_score,bsv_investment_score
appsmithorg/appsmith,appsmithorg,appsmith,37959,4230,37959,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",2020-06-30T04:07:36Z,2025-09-12T08:26:59Z,2025-09-14T23:04:21Z,TypeScript,792321,True,True,True,False,True,False,False,False,False,Apache License 2.0,release,4385,"['admin-dashboard', 'admin-panels', 'app-builder', 'automation', 'crud', 'custom-internal', 'developer-tools', 'gui', 'gui-application', 'hacktoberfest', 'internal-tools', 'java', 'javascript', 'low-code', 'low-code-framework', 'react', 'self-hosted', 'typescript', 'webdevelopment', 'workflows']",public,https://www.appsmith.com,False,30,2012,30,2025-08-13T07:29:03Z,"['TypeScript', 'Java', 'JavaScript', 'CSS', 'Shell', 'HTML', 'MDX', 'Dockerfile', 'Handlebars', 'Smarty', 'Python', 'HCL', 'Procfile']",24610332,78,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",https://www.appsmith.com,37945,4228,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.887820512820513,1.0,0.0,0,0.820954907161804,0.8044031830238725,0.8044031830238724
ToolJet/ToolJet,ToolJet,ToolJet,36459,4744,36459,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",2021-03-30T08:51:34Z,2025-09-14T12:43:52Z,2025-09-14T23:33:36Z,JavaScript,1445307,True,True,False,False,True,False,False,False,False,GNU Affero General Public License v3.0,develop,906,"['ai-app-builder', 'docker', 'hacktoberfest', 'internal-applications', 'internal-project', 'internal-tool', 'internal-tools', 'javascript', 'kubernetes', 'low-code', 'low-code-development-platform', 'low-code-framework', 'no-code', 'nodejs', 'reactjs', 'self-hosted', 'typescript', 'web-development-tools', 'workflow-automation']",public,https://tooljet.ai,False,30,1241,30,2025-09-12T12:28:46Z,"['JavaScript', 'TypeScript', 'SCSS', 'Dockerfile', 'Shell', 'Handlebars', 'HTML', 'HCL', 'EJS', 'CSS', 'MDX', 'Batchfile']",10941821,79,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",https://tooljet.ai,36445,4742,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
fonoster/fonoster,fonoster,fonoster,6999,416,6999,🚀 The open-source alternative to Twilio.,2018-02-04T02:58:54Z,2025-09-13T13:41:00Z,2025-09-14T19:16:04Z,TypeScript,211576,True,False,True,True,True,False,False,False,False,MIT License,main,9,"['cloud', 'cloud-communications-platform', 'cpaas', 'customer-engagement', 'customer-experience', 'javascript', 'kubernetes', 'nodejs', 'programmable-voice', 'telephony', 'twilio', 'typescript', 'ucaas', 'voip', 'webrtc']",public,https://fonoster.com,False,30,4735,0,,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'Dockerfile', 'Shell', 'Handlebars', 'PLpgSQL', 'Batchfile']",2931900,80,🚀 The open-source alternative to Twilio.,https://fonoster.com,6997,417,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.9166666666666664,0.9999999999999994,0.0,0,0.7586206896551725,0.7420689655172412,0.7420689655172414
jitsucom/jitsu,jitsucom,jitsu,4400,315,4400,"Jitsu is an open-source Segment alternative. Fully-scriptable data ingestion engine for modern data teams. Set-up a real-time data pipeline in minutes, not days",2020-08-04T14:57:55Z,2025-09-12T06:36:19Z,2025-09-14T19:13:14Z,TypeScript,44526,True,True,False,False,True,False,False,False,False,MIT License,newjitsu,18,"['bigquery', 'clickhouse', 'data-collection', 'data-connectors', 'data-integration', 'golang', 'postgres', 'redshift', 'snowflake']",public,https://jitsu.com,False,20,1073,30,2025-08-14T12:06:33Z,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'HTML', 'Dockerfile']",4260631,81,"Jitsu is an open-source Segment alternative. Fully-scriptable data ingestion engine for modern data teams. Set-up a real-time data pipeline in minutes, not days",https://jitsu.com,4398,315,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,1.0,0,1.0,1.0,1.0
Avaiga/taipy,Avaiga,taipy,18626,1927,18626,Turns Data and AI algorithms into production-ready web applications in no time.,2022-02-18T15:55:45Z,2025-09-13T17:06:12Z,2025-09-14T18:16:41Z,Python,158452,True,True,True,False,True,False,False,False,False,Apache License 2.0,develop,178,"['automation', 'data-engineering', 'data-integration', 'data-ops', 'data-visualization', 'datascience', 'developer-tools', 'hacktoberfest', 'hacktoberfest2023', 'job-scheduler', 'mlops', 'orchestration', 'pipeline', 'pipelines', 'python', 'scenario', 'scenario-analysis', 'taipy-core', 'taipy-gui', 'workflow']",public,https://www.taipy.io,False,30,1548,30,2025-06-13T13:10:38Z,"['Python', 'TypeScript', 'CSS', 'JavaScript', 'Jupyter Notebook', 'HTML', 'Jinja', 'Shell', 'Dockerfile']",4518757,82,Turns Data and AI algorithms into production-ready web applications in no time.,https://www.taipy.io,18618,1926,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
mudler/LocalAI,mudler,LocalAI,35252,2763,35252,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",2023-03-18T22:58:02Z,2025-09-14T21:19:41Z,2025-09-15T00:45:41Z,Go,27001,True,True,True,False,True,False,False,False,False,MIT License,master,354,"['ai', 'api', 'audio-generation', 'distributed', 'gemma', 'gpt4all', 'image-generation', 'kubernetes', 'libp2p', 'llama', 'llama3', 'llm', 'mamba', 'mistral', 'musicgen', 'rerank', 'rwkv', 'stable-diffusion', 'text-generation', 'tts']",public,https://localai.io,False,30,2537,30,2025-09-03T20:23:15Z,"['Go', 'HTML', 'Python', 'JavaScript', 'Shell', 'C++', 'Makefile', 'Dockerfile', 'CSS', 'CMake', 'C']",4848868,83,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",https://localai.io,35178,2759,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,1.0,0,1.0,1.0,1.0
chroma-core/chroma,chroma-core,chroma,23298,1824,23298,Open-source search and retrieval database for AI applications.,2022-10-05T17:58:44Z,2025-09-14T00:14:19Z,2025-09-14T21:08:28Z,Rust,851819,True,True,True,True,True,False,False,False,False,Apache License 2.0,main,462,"['ai', 'database', 'document-retrieval', 'embeddings', 'llm', 'llms', 'rag', 'rust', 'rust-lang', 'vector-database']",public,https://www.trychroma.com/,False,30,499,30,2025-04-01T23:29:39Z,"['Rust', 'Python', 'TypeScript', 'Go', 'Jupyter Notebook', 'JavaScript', 'Shell', 'HCL', 'Dockerfile', 'Starlark', 'Makefile', 'PowerShell']",5288544,84,Open-source search and retrieval database for AI applications.,https://www.trychroma.com/,23247,1822,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
weaviate/weaviate,weaviate,weaviate,14571,1078,14571,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",2016-03-30T15:03:17Z,2025-09-14T22:09:53Z,2025-09-14T23:04:35Z,Go,1024167,True,True,True,False,True,False,False,False,False,"BSD 3-Clause ""New"" or ""Revised"" License",main,525,"['approximate-nearest-neighbor-search', 'generative-search', 'grpc', 'hnsw', 'hybrid-search', 'image-search', 'information-retrieval', 'mlops', 'nearest-neighbor-search', 'neural-search', 'recommender-system', 'search-engine', 'semantic-search', 'semantic-search-engine', 'similarity-search', 'vector-database', 'vector-search', 'vector-search-engine', 'vectors', 'weaviate']",public,https://weaviate.io/developers/weaviate/,False,30,3760,30,2025-09-12T18:18:39Z,"['Go', 'Assembly', 'Python', 'Shell', 'C', 'Makefile', 'Jinja', 'Dockerfile', 'Smarty', 'JavaScript', 'HCL']",18513108,85,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",https://weaviate.io/developers/weaviate/,14550,1076,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
qdrant/qdrant,qdrant,qdrant,25959,1812,25959,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",2020-05-30T21:37:01Z,2025-09-12T16:40:11Z,2025-09-15T00:07:38Z,Rust,37575,True,True,False,True,True,False,False,False,False,Apache License 2.0,master,410,"['ai-search', 'ai-search-engine', 'embeddings-similarity', 'hnsw', 'image-search', 'knn-algorithm', 'machine-learning', 'mlops', 'nearest-neighbor-search', 'neural-network', 'neural-search', 'recommender-system', 'search', 'search-engine', 'search-engines', 'similarity-search', 'vector-database', 'vector-search', 'vector-search-engine']",public,https://qdrant.tech,False,30,1190,30,2025-08-27T11:24:04Z,"['Rust', 'Python', 'Shell', 'C', 'Nix', 'Dockerfile', 'JavaScript', 'Mermaid']",9232532,86,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",https://qdrant.tech,25875,1809,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8275862068965516,0.8275862068965516
milvus-io/milvus,milvus-io,milvus,37331,3410,37331,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",2019-09-16T06:43:43Z,2025-09-14T00:05:58Z,2025-09-15T00:48:30Z,Go,245947,True,True,True,False,True,False,False,False,False,Apache License 2.0,master,728,"['anns', 'cloud-native', 'diskann', 'distributed', 'embedding-database', 'embedding-similarity', 'embedding-store', 'faiss', 'golang', 'hnsw', 'image-search', 'llm', 'nearest-neighbor-search', 'rag', 'vector-database', 'vector-search', 'vector-similarity', 'vector-store']",public,https://milvus.io,False,30,1516,30,2025-09-01T06:05:31Z,"['Go', 'Python', 'C++', 'Shell', 'Groovy', 'C', 'CMake', 'Dockerfile', 'Makefile', 'HTML', 'ANTLR', 'Batchfile', 'Assembly']",21543420,87,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",https://milvus.io,37128,3391,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,1.0,0,1.0,0.983448275862069,0.9834482758620692
marqo-ai/marqo,marqo-ai,marqo,4939,214,4939,Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai,2022-08-01T12:12:51Z,2025-09-15T00:21:37Z,2025-09-13T03:26:46Z,Python,84208,True,True,False,False,True,False,False,False,False,Apache License 2.0,mainline,160,"['chatgpt', 'clip', 'deep-learning', 'gpt', 'hacktoberfest', 'hnsw', 'information-retrieval', 'knn', 'large-language-models', 'machine-learning', 'machinelearning', 'multi-modal', 'natural-language-processing', 'search-engine', 'semantic-search', 'tensor-search', 'transformers', 'vector-search', 'vision-language', 'visual-search']",public,https://www.marqo.ai/,False,30,360,30,2025-09-09T06:25:27Z,"['Python', 'Java', 'Jinja', 'Shell', 'Dockerfile', 'Lua']",6593121,88,Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai,https://www.marqo.ai/,4938,214,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
typesense/typesense,typesense,typesense,24324,807,24324,"Open Source alternative to Algolia + Pinecone and an Easier-to-Use alternative to ElasticSearch ⚡ 🔍 ✨ Fast, typo tolerant, in-memory fuzzy Search Engine for building delightful search experiences",2017-01-18T08:01:47Z,2025-09-12T12:09:06Z,2025-09-14T22:49:17Z,C++,12825,True,True,False,False,True,False,False,False,False,GNU General Public License v3.0,v30,706,"['algolia', 'datastore', 'elasticsearch', 'enterprise-search', 'faceting', 'full-text-search', 'fuzzy-search', 'geosearch', 'in-memory', 'instantsearch', 'merchandising', 'pinecone', 'search', 'search-engine', 'semantic-search', 'similarity-search', 'site-search', 'synonyms', 'typo-tolerance', 'vector-search']",public,https://typesense.org,False,30,2618,30,2025-06-30T03:52:33Z,"['C++', 'C', 'TypeScript', 'CMake', 'Dockerfile', 'Starlark', 'Shell', 'JavaScript']",8634570,89,"Open Source alternative to Algolia + Pinecone and an Easier-to-Use alternative to ElasticSearch ⚡ 🔍 ✨ Fast, typo tolerant, in-memory fuzzy Search Engine for building delightful search experiences",https://typesense.org,24317,807,0,0,0,0,0,0,,0,0,,0,1.0,0.0,0,0.22360248447204925,1.0,0.0,0.0,0,0.7413793103448276,0.6839080459770112,0.6839080459770112
zincsearch/zincsearch,zincsearch,zincsearch,17542,759,17542,"ZincSearch . A lightweight alternative to elasticsearch that requires minimal resources, written in Go.",2021-12-02T12:49:41Z,2025-05-19T08:14:08Z,2025-09-15T00:30:20Z,Go,11667,True,True,True,False,True,False,False,False,False,Other,main,45,"['elasticsearch', 'go', 'golang', 'modern', 'opensearch', 'search', 'searchengine', 'vuejs']",public,https://zincsearch-docs.zinc.dev,False,30,220,30,2024-01-14T09:56:46Z,"['Go', 'Vue', 'TypeScript', 'Shell', 'Dockerfile', 'JavaScript', 'Smarty', 'PowerShell', 'HTML', 'SCSS', 'Sass']",2480743,90,"ZincSearch . A lightweight alternative to elasticsearch that requires minimal resources, written in Go.",https://zincsearch-docs.zinc.dev,17539,759,0,0,0,0,0,0,,0,0,,0,1.0,0.0,0,0.22360248447204925,0.6249999999999999,0.0,0.0,0,0.43103448275862083,0.3735632183908043,0.37356321839080453
quickwit-oss/quickwit,quickwit-oss,quickwit,10404,485,10404,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",2021-04-13T22:45:40Z,2025-09-13T08:15:13Z,2025-09-14T10:27:51Z,Rust,56299,True,True,True,False,True,False,False,False,False,Apache License 2.0,main,701,"['big-data', 'cloud-native', 'cloud-storage', 'distributed-tracing', 'log-management', 'logs', 'open-source', 'rust', 'search-engine', 'tantivy']",public,https://quickwit.io,False,30,782,25,2024-06-17T17:20:56Z,"['Rust', 'HTML', 'TypeScript', 'HCL', 'Shell', 'JavaScript', 'Python', 'Dockerfile', 'Makefile', 'PLpgSQL', 'Handlebars', 'CSS']",7887305,91,"Cloud-native search engine for observability. An open-source alternative to Datadog, Elasticsearch, Loki, and Tempo.",https://quickwit.io,10402,485,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,1.0,0,1.0,0.983448275862069,0.9834482758620692
openobserve/openobserve,openobserve,openobserve,16582,650,16582,"🚀 10x easier, 🚀 140x lower storage cost, 🚀 high performance,  🚀 petabyte scale - Elasticsearch/Splunk/Datadog alternative for 🚀 (logs, metrics, traces, RUM, Error tracking, Session replay).",2023-02-02T03:29:51Z,2025-09-14T18:39:13Z,2025-09-14T18:55:47Z,Rust,83537,True,True,True,False,True,False,False,False,False,GNU Affero General Public License v3.0,main,699,"['analytics', 'apm', 'datadog', 'elasticsearch', 'grafana', 'jaeger', 'kibana', 'log-analytics', 'log-management', 'log-search', 'logs', 'metrics', 'monitoring', 'observability', 'openobserve', 'opentelemetry', 'prometheus', 'rust-lang', 'splunk', 'traces']",public,https://openobserve.ai,False,30,969,30,2025-09-04T10:37:23Z,"['Rust', 'TypeScript', 'Vue', 'JavaScript', 'Python', 'SCSS', 'Shell', 'CSS', 'Dockerfile', 'Sass', 'HTML', 'Makefile']",9230797,92,"🚀 10x easier, 🚀 140x lower storage cost, 🚀 high performance,  🚀 petabyte scale - Elasticsearch/Splunk/Datadog alternative for 🚀 (logs, metrics, traces, RUM, Error tracking, Session replay).",https://openobserve.ai,16557,650,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
grafana/loki,grafana,loki,26429,3786,26429,"Like Prometheus, but for logs.",2018-04-16T09:22:48Z,2025-09-12T19:45:51Z,2025-09-14T21:57:25Z,Go,419008,True,True,True,False,True,False,False,False,False,GNU Affero General Public License v3.0,main,2152,"['cloudnative', 'grafana', 'hacktoberfest', 'logging', 'loki', 'prometheus']",public,https://grafana.com/loki,False,30,1408,30,2025-09-11T09:37:34Z,"['Go', 'TypeScript', 'Jsonnet', 'Smarty', 'Makefile', 'Ruby', 'Shell', 'Yacc', 'HCL', 'Dockerfile', 'JavaScript', 'Python', 'HTML', 'Nix', 'CSS', 'SCSS', 'Ragel', 'Open Policy Agent']",16001011,93,"Like Prometheus, but for logs.",https://grafana.com/loki,26413,3782,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.49999999999999994,0.0,0.0,0,0.3275862068965517,0.25356321839080426,0.25356321839080415
VictoriaMetrics/VictoriaMetrics,VictoriaMetrics,VictoriaMetrics,15011,1459,15011,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",2018-09-30T09:58:01Z,2025-09-13T11:32:01Z,2025-09-15T00:25:04Z,Go,307805,True,True,False,True,True,False,False,False,False,Apache License 2.0,master,793,"['database', 'grafana', 'graphite', 'influxdb', 'kubernetes', 'monitoring', 'observability', 'opentelemetry', 'opentsdb', 'prometheus', 'promql', 'thanos', 'tsdb']",public,https://victoriametrics.com/,False,30,6724,30,2025-09-12T15:33:49Z,"['Go', 'TypeScript', 'SCSS', 'Makefile', 'Shell', 'HTML', 'Dockerfile', 'JavaScript', 'HCL', 'CSS', 'Smarty', 'Perl']",6625929,94,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",https://victoriametrics.com/,14986,1456,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.49999999999999994,0.9999999999999994,0.0,0,0.41379310344827597,0.39724137931034464,0.39724137931034453
cortexproject/cortex,cortexproject,cortex,5671,831,5671,"A horizontally scalable, highly available, multi-tenant, long term Prometheus.",2016-09-09T11:23:12Z,2025-09-10T13:15:01Z,2025-09-12T07:50:45Z,Go,309345,True,True,False,True,True,False,False,False,False,Apache License 2.0,master,258,"['cncf', 'hacktoberfest', 'kubernetes', 'monitoring', 'prometheus']",public,https://cortexmetrics.io/,False,30,1003,30,2025-02-27T16:02:10Z,"['Go', 'Makefile', 'Shell', 'HTML', 'Dockerfile', 'SCSS', 'PLpgSQL']",7632562,95,"A horizontally scalable, highly available, multi-tenant, long term Prometheus.",https://cortexmetrics.io/,5671,831,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.8749999999999999,0.9999999999999994,0.0,0,0.7241379310344829,0.7075862068965515,0.7075862068965516
thanos-io/thanos,thanos-io,thanos,13701,2203,13701,Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,2017-11-01T17:38:03Z,2025-09-12T07:21:03Z,2025-09-14T18:32:02Z,Go,232626,True,True,False,False,True,False,False,False,False,Apache License 2.0,main,802,"['cncf', 'go', 'google-cloud-storage', 'hacktoberfest', 'high-availability', 'metrics', 'monitoring', 'observability', 'prometheus', 'prometheus-ha-pairs', 'prometheus-setup', 's3', 'storage', 'thanos']",public,https://thanos.io,False,30,613,30,2025-07-21T06:51:58Z,"['Go', 'TypeScript', 'Jsonnet', 'Makefile', 'HTML', 'Shell', 'SCSS', 'CSS', ""Cap'n Proto"", 'Dockerfile', 'jq', 'JavaScript']",4838898,96,Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,https://thanos.io,13695,2203,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
m3db/m3,m3db,m3,4848,465,4848,"M3 monorepo - Distributed TSDB, Aggregator and Query Engine, Prometheus Sidecar, Graphite Compatible, Metrics Platform",2016-06-14T20:29:45Z,2025-09-14T07:01:10Z,2025-09-14T11:56:53Z,Go,106549,True,True,True,False,True,False,False,False,False,Apache License 2.0,master,234,"['aggregator', 'graphite', 'kubernetes', 'm3', 'metrics', 'prometheus', 'query-engine', 'tsdb']",public,https://m3db.io/,False,30,570,30,2022-04-07T21:38:08Z,"['Go', 'Shell', 'HTML', 'Makefile', 'JavaScript', 'TLA', 'Thrift', 'Dockerfile', 'HCL', 'Jsonnet', 'CSS', 'Assembly']",19827794,97,"M3 monorepo - Distributed TSDB, Aggregator and Query Engine, Prometheus Sidecar, Graphite Compatible, Metrics Platform",https://m3db.io/,4847,464,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,1.0,0,1.0,0.983448275862069,0.9834482758620692
skypilot-org/skypilot,skypilot-org,skypilot,8715,775,8715,"Run, manage, and scale AI workloads on any AI infrastructure. Use one system to access & manage all AI compute (Kubernetes, 17+ clouds, or on-prem).",2021-08-11T23:32:15Z,2025-09-15T00:11:06Z,2025-09-14T22:27:53Z,Python,177413,True,False,False,True,True,False,False,False,False,Apache License 2.0,master,472,"['cloud-computing', 'cloud-management', 'cost-management', 'cost-optimization', 'data-science', 'deep-learning', 'distributed-training', 'finops', 'gpu', 'hyperparameter-tuning', 'job-queue', 'job-scheduler', 'llm-serving', 'llm-training', 'machine-learning', 'ml-infrastructure', 'ml-platform', 'multicloud', 'spot-instances', 'tpu']",public,https://docs.skypilot.co/,False,30,871,25,2025-09-10T02:16:12Z,"['Python', 'JavaScript', 'Jinja', 'Shell', 'HTML', 'Go', 'HCL', 'CSS', 'Smarty', 'Dockerfile', 'Makefile', 'Mako']",8782858,98,"Run, manage, and scale AI workloads on any AI infrastructure. Use one system to access & manage all AI compute (Kubernetes, 17+ clouds, or on-prem).",https://docs.skypilot.co/en/latest/docs/index.html,8697,771,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,1.0,0,1.0,0.983448275862069,0.9834482758620692
semaphoreio/semaphore,semaphoreio,semaphore,1294,62,1294,Semaphore is an open source CI/CD platform. Self-host Semaphore on your own servers or on a cloud provider.,2025-01-21T12:37:52Z,2025-09-14T21:47:29Z,2025-09-13T16:06:23Z,Elixir,62183,True,True,False,False,True,False,False,False,False,Other,main,93,"['build-pipelines', 'cd', 'ci', 'continuous-delivery', 'continuous-integration', 'elixir', 'golang']",public,https://semaphore.io,False,23,56,24,2025-08-13T11:55:20Z,"['Elixir', 'TypeScript', 'Go', 'HTML', 'JavaScript', 'Ruby', 'CSS', 'Makefile', 'Dockerfile', 'Shell', 'FreeMarker', 'HCL', 'PLpgSQL', 'Smarty', 'Python', 'Open Policy Agent']",17253285,99,Semaphore is an open source CI/CD platform. Self-host Semaphore on your own servers or on a cloud provider.,https://semaphore.io/,1300,62,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
robotmcp/ros-mcp-server,robotmcp,ros-mcp-server,496,73,496,Connect AI models like Claude & GPT with robots using MCP and ROS.,2025-04-11T05:40:09Z,2025-09-13T19:36:52Z,2025-09-14T23:57:52Z,Python,133288,True,False,False,True,True,False,False,False,False,Apache License 2.0,main,13,"['mcp', 'mcp-server', 'modelcontextprotocol', 'ros', 'ros-mcp-server', 'ros2', 'ros2-mcp-server']",public,https://github.com/robotmcp/ros-mcp-server,False,4,83,1,2025-09-11T22:48:14Z,['Python'],54531,100,Connect AI models like Claude & GPT with robots using MCP and ROS.,,414,70,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.0,0,0.7763975155279503,0.8749999999999999,0.9999999999999994,0.0,0,0.7241379310344829,0.6726846423831416,0.6726846423831419
